Date,Open,High,Low,Close,Adj Close,Volume,Tesla Trend,Musk Trend,GM Trend,EV Trend,Coronavirus Trend,Month,Day of the Month,Day of the Week,Day of the Year,Year
2017-08-04,69.400002,71.454002,68.660004,71.382004,71.382004,46344500.0,26.520000000000003,5.32,54.81,18.24,0.0,8,4,4,216,2017
2017-08-07,71.470001,71.896004,70.550003,71.033997,71.033997,31622500.0,24.82,6.510000000000001,59.85,19.2,0.0,8,7,0,219,2017
2017-08-08,71.505997,73.716003,71.480003,73.043999,73.043999,37249000.0,22.1,6.65,54.18,32.0,0.0,8,8,1,220,2017
2017-08-09,72.199997,74.0,71.790001,72.706001,72.706001,34460500.0,20.74,5.74,51.03,21.44,0.0,8,9,2,221,2017
2017-08-10,72.32,73.330002,70.931999,71.080002,71.080002,35464500.0,20.06,5.460000000000001,56.07,22.4,0.0,8,10,3,222,2017
2017-08-11,71.393997,72.251999,70.723999,71.573997,71.573997,21829000.0,19.72,5.6000000000000005,52.92,24.32,0.0,8,11,4,223,2017
2017-08-14,72.926003,73.531998,72.519997,72.760002,72.760002,22596000.0,18.360000000000003,4.9,57.33,16.0,0.0,8,14,0,226,2017
2017-08-15,73.040001,73.098,71.874001,72.466003,72.466003,15425500.0,18.360000000000003,4.550000000000001,63.0,18.88,0.0,8,15,1,227,2017
2017-08-16,72.599998,73.300003,72.503998,72.582001,72.582001,17069000.0,17.68,4.340000000000001,57.96,12.16,0.0,8,16,2,228,2017
2017-08-17,72.241997,72.660004,70.318001,70.384003,70.384003,25138500.0,17.68,4.2,53.55,17.92,0.0,8,17,3,229,2017
2017-08-18,70.582001,70.800003,69.160004,69.491997,69.491997,27041000.0,18.700000000000003,3.640000000000001,57.96,19.84,0.0,8,18,4,230,2017
2017-08-21,69.164001,69.164001,66.370003,67.571999,67.571999,32477000.0,15.64,5.040000000000001,46.62,17.92,0.0,8,21,0,233,2017
2017-08-22,68.225998,68.447998,67.473999,68.269997,68.269997,21610000.0,17.34,4.130000000000001,57.96,18.56,0.0,8,22,1,234,2017
2017-08-23,67.797997,70.697998,67.660004,70.554001,70.554001,24772500.0,16.32,5.53,54.81,16.0,0.0,8,23,2,235,2017
2017-08-24,70.503998,71.332001,69.947998,70.585999,70.585999,22923500.0,17.68,5.180000000000001,51.03,27.84,0.0,8,24,3,236,2017
2017-08-25,70.848,71.138,69.459999,69.610001,69.610001,17420000.0,17.68,5.11,52.29,14.08,0.0,8,25,4,237,2017
2017-08-28,69.456001,69.470001,67.944,69.132004,69.132004,18820000.0,14.96,4.130000000000001,54.18,15.68,0.0,8,28,0,240,2017
2017-08-29,67.896004,69.809998,67.75,69.472,69.472,20368500.0,15.98,3.5700000000000003,52.92,15.36,0.0,8,29,1,241,2017
2017-08-30,69.933998,70.694,69.400002,70.636002,70.636002,17064500.0,16.32,3.92,52.92,24.64,0.0,8,30,2,242,2017
2017-08-31,70.709999,71.688004,70.564003,71.18,71.18,20364000.0,16.66,3.43,54.81,25.6,0.0,8,31,3,243,2017
2017-09-01,71.223999,71.517998,70.737999,71.080002,71.080002,15247500.0,25.23,1.74,58.5,30.03,0.0,9,1,4,244,2017
2017-09-05,70.760002,71.098,69.178001,69.917999,69.917999,19175500.0,21.46,3.06,59.15,31.68,0.0,9,5,1,248,2017
2017-09-06,69.900002,70.195999,68.311996,68.905998,68.905998,20457000.0,21.17,2.4,55.9,32.01,0.0,9,6,2,249,2017
2017-09-07,69.195999,70.496002,68.690002,70.122002,70.122002,21196000.0,22.62,1.68,53.3,28.71,0.0,9,7,3,250,2017
2017-09-08,69.797997,69.956001,68.459999,68.68,68.68,16317500.0,22.33,1.44,61.75,18.81,0.0,9,8,4,251,2017
2017-09-11,70.269997,72.741997,70.0,72.737999,72.737999,38335500.0,25.23,1.3199999999999998,59.8,33.0,0.0,9,11,0,254,2017
2017-09-12,72.898003,73.751999,72.080002,72.550003,72.550003,29864500.0,23.78,1.3199999999999998,62.400000000000006,29.37,0.0,9,12,1,255,2017
2017-09-13,72.764,73.613998,71.917999,73.246002,73.246002,20926000.0,24.94,1.44,65.0,21.78,0.0,9,13,2,256,2017
2017-09-14,72.865997,75.592003,72.526001,75.528,75.528,36012500.0,29.0,1.98,62.400000000000006,19.14,0.0,9,14,3,257,2017
2017-09-15,74.902,76.0,74.540001,75.961998,75.961998,27102500.0,25.81,1.68,60.45,31.020000000000003,0.0,9,15,4,258,2017
2017-09-18,76.050003,77.921997,75.536003,77.0,77.0,35940000.0,24.94,1.38,63.7,32.01,0.0,9,18,0,261,2017
2017-09-19,76.0,76.477997,74.713997,75.019997,75.019997,32259500.0,24.94,1.5,62.400000000000006,26.73,0.0,9,19,1,262,2017
2017-09-20,74.599998,75.650002,74.213997,74.781998,74.781998,24595500.0,23.2,1.38,59.8,23.76,0.0,9,20,2,263,2017
2017-09-21,74.980003,75.365997,72.902,73.295998,73.295998,23091000.0,24.94,1.56,60.45,29.37,0.0,9,21,3,264,2017
2017-09-22,73.297997,73.980003,70.176003,70.218002,70.218002,40797000.0,24.94,1.5,61.1,21.78,0.0,9,22,4,265,2017
2017-09-25,70.629997,71.494003,68.575996,68.998001,68.998001,38029500.0,23.78,1.14,63.05,19.8,0.0,9,25,0,268,2017
2017-09-26,70.185997,70.248001,68.18,69.050003,69.050003,35781500.0,25.52,1.26,60.45,25.08,0.0,9,26,1,269,2017
2017-09-27,69.980003,70.297997,68.099998,68.194,68.194,30301500.0,22.33,1.5,62.400000000000006,26.4,0.0,9,27,2,270,2017
2017-09-28,67.975998,68.550003,67.080002,67.919998,67.919998,26598000.0,24.07,2.04,62.400000000000006,23.1,0.0,9,28,3,271,2017
2017-09-29,68.372002,68.935997,67.720001,68.220001,68.220001,25535500.0,25.52,6.0,61.1,23.76,0.0,9,29,4,272,2017
2017-10-02,68.503998,68.739998,67.101997,68.306,68.306,26434000.0,22.8,4.5600000000000005,63.7,25.28,0.0,10,2,0,275,2017
2017-10-03,67.18,69.709999,66.255997,69.627998,69.627998,50768000.0,26.4,4.4,70.0,24.0,0.0,10,3,1,276,2017
2017-10-04,70.25,71.723999,69.919998,71.001999,71.001999,40817500.0,24.3,4.08,64.39999999999999,24.32,0.0,10,4,2,277,2017
2017-10-05,71.199997,71.487999,70.269997,71.066002,71.066002,20858500.0,23.4,4.32,63.7,21.44,0.0,10,5,3,278,2017
2017-10-06,70.620003,72.019997,70.449997,71.375999,71.375999,21487500.0,27.3,8.0,58.8,28.8,0.0,10,6,4,279,2017
2017-10-09,69.93,70.349998,68.533997,68.587997,68.587997,37468500.0,24.6,5.6000000000000005,60.9,21.12,0.0,10,9,0,282,2017
2017-10-10,69.360001,71.125999,69.106003,71.117996,71.117996,34892500.0,24.6,5.12,59.49999999999999,23.68,0.0,10,10,1,283,2017
2017-10-11,70.778,71.519997,70.230003,70.919998,70.919998,22504000.0,23.1,3.76,62.3,22.08,0.0,10,11,2,284,2017
2017-10-12,70.589996,71.956001,70.528,71.136002,71.136002,20435000.0,24.0,4.88,58.1,24.32,0.0,10,12,3,285,2017
2017-10-13,71.396004,71.697998,70.736,71.113998,71.113998,17702500.0,23.1,4.08,57.4,24.96,0.0,10,13,4,286,2017
2017-10-16,70.751999,70.896004,69.431999,70.120003,70.120003,26877500.0,26.4,4.08,65.1,31.04,0.0,10,16,0,289,2017
2017-10-17,70.181999,71.244003,70.014,71.150002,71.150002,16466500.0,24.3,3.76,62.99999999999999,19.52,0.0,10,17,1,290,2017
2017-10-18,71.194,72.599998,70.825996,71.93,71.93,24695500.0,23.4,3.52,57.4,25.28,0.0,10,18,2,291,2017
2017-10-19,71.112,71.43,69.639999,70.362,70.362,25309000.0,25.5,3.6,56.0,25.92,0.0,10,19,3,292,2017
2017-10-20,70.538002,70.910004,68.867996,69.019997,69.019997,24652000.0,21.0,4.32,57.4,19.2,0.0,10,20,4,293,2017
2017-10-23,69.975998,69.989998,67.25,67.403999,67.403999,28736500.0,23.4,3.68,60.9,24.64,0.0,10,23,0,296,2017
2017-10-24,67.760002,68.559998,67.232002,67.468002,67.468002,22458500.0,23.7,4.24,64.39999999999999,24.64,0.0,10,24,1,297,2017
2017-10-25,67.339996,67.5,64.711998,65.167999,65.167999,42970500.0,27.0,4.48,57.4,16.32,0.0,10,25,2,298,2017
2017-10-26,65.556,66.045998,64.639999,65.234001,65.234001,25117500.0,26.1,4.8,58.1,29.12,0.0,10,26,3,299,2017
2017-10-27,63.950001,64.917999,63.332001,64.174004,64.174004,34898500.0,25.2,4.32,53.9,23.04,0.0,10,27,4,300,2017
2017-10-30,63.835999,64.755997,63.450001,64.015999,64.015999,21272000.0,22.8,4.16,59.49999999999999,20.8,0.0,10,30,0,303,2017
2017-10-31,64.045998,66.389999,64.036003,66.306,66.306,28361500.0,22.5,3.36,57.4,22.72,0.0,10,31,1,304,2017
2017-11-01,66.449997,66.522003,64.052002,64.216003,64.216003,42286500.0,6.3,2.34,61.11,14.4,0.0,11,1,2,305,2017
2017-11-02,60.026001,61.737999,58.526001,59.852001,59.852001,98957000.0,8.1,2.79,56.07,32.0,0.0,11,2,3,306,2017
2017-11-03,59.900002,61.25,59.026001,61.217999,61.217999,44470000.0,6.75,2.52,56.7,30.72,0.0,11,3,4,307,2017
2017-11-06,61.400002,61.5,59.801998,60.556,60.556,32430000.0,5.8500000000000005,2.43,59.22,23.04,0.0,11,6,0,310,2017
2017-11-07,60.203999,61.299999,60.006001,61.209999,61.209999,26471500.0,5.8500000000000005,1.89,55.44,24.96,0.0,11,7,1,311,2017
2017-11-08,61.099998,61.377998,60.259998,60.877998,60.877998,23626500.0,5.4,2.07,55.44,27.52,0.0,11,8,2,312,2017
2017-11-09,60.5,60.891998,59.259998,60.598,60.598,27235500.0,5.4,2.34,52.29,22.08,0.0,11,9,3,313,2017
2017-11-10,60.5,61.672001,60.369999,60.598,60.598,23127000.0,5.8500000000000005,2.25,56.7,18.88,0.0,11,10,4,314,2017
2017-11-13,60.026001,63.360001,59.821999,63.080002,63.080002,37924500.0,6.3,2.25,60.48,23.68,0.0,11,13,0,317,2017
2017-11-14,63.0,63.27,61.380001,61.740002,61.740002,28380500.0,6.3,2.07,58.59,28.48,0.0,11,14,1,318,2017
2017-11-15,61.202,62.498001,60.299999,62.259998,62.259998,29893500.0,6.3,3.42,63.0,24.0,0.0,11,15,2,319,2017
2017-11-16,62.798,63.627998,62.259998,62.5,62.5,29110500.0,7.65,5.22,58.59,28.48,0.0,11,16,3,320,2017
2017-11-17,65.134003,65.334,62.630001,63.009998,63.009998,68675500.0,45.0,9.0,58.59,23.68,0.0,11,17,4,321,2017
2017-11-20,62.757999,63.099998,60.950001,61.748001,61.748001,41238500.0,12.6,3.6,57.33,10.56,0.0,11,20,0,324,2017
2017-11-21,62.172001,63.646,61.742001,63.562,63.562,36306500.0,11.7,3.15,59.22,18.56,0.0,11,21,1,325,2017
2017-11-22,63.354,63.484001,62.368,62.52,62.52,24588000.0,9.45,3.33,51.66,28.48,0.0,11,22,2,326,2017
2017-11-24,62.757999,63.282001,62.200001,63.110001,63.110001,16220500.0,8.55,3.51,47.25,20.16,0.0,11,24,4,328,2017
2017-11-27,62.650002,63.467999,61.902,63.362,63.362,22779500.0,6.75,3.33,54.18,23.36,0.0,11,27,0,331,2017
2017-11-28,63.271999,64.0,62.784,63.509998,63.509998,24747500.0,7.2,5.04,59.85,20.8,0.0,11,28,1,332,2017
2017-11-29,63.459999,63.599998,60.245998,61.507999,61.507999,43837000.0,6.75,3.87,56.7,28.16,0.0,11,29,2,333,2017
2017-11-30,61.712002,62.139999,60.908001,61.77,61.77,21758000.0,7.2,4.05,57.33,16.64,0.0,11,30,3,334,2017
2017-12-01,61.088001,62.063999,61.009998,61.306,61.306,21464500.0,27.880000000000003,2.42,60.39,16.32,0.0,12,1,4,335,2017
2017-12-04,61.299999,61.653999,60.122002,61.040001,61.040001,29175500.0,27.540000000000003,2.2,59.17,23.36,0.0,12,4,0,338,2017
2017-12-05,60.400002,61.599998,60.200001,60.740002,60.740002,23232500.0,24.14,1.76,61.0,18.24,0.0,12,5,1,339,2017
2017-12-06,60.02,62.678001,60.0,62.652,62.652,35976500.0,24.14,1.54,56.12,24.64,0.0,12,6,2,340,2017
2017-12-07,62.400002,63.726002,62.209999,62.248001,62.248001,23903000.0,24.82,1.54,55.51,25.6,0.0,12,7,3,341,2017
2017-12-08,62.919998,63.396,62.251999,63.026001,63.026001,17342500.0,25.840000000000003,1.98,56.12,19.2,0.0,12,8,4,342,2017
2017-12-11,62.925999,65.802002,62.75,65.781998,65.781998,39690000.0,22.44,1.54,54.9,23.36,0.0,12,11,0,345,2017
2017-12-12,66.089996,68.288002,66.005997,68.206001,68.206001,43666000.0,25.16,1.65,56.73,22.72,0.0,12,12,1,346,2017
2017-12-13,68.185997,68.844002,67.300003,67.806,67.806,31107500.0,24.48,1.65,54.29,32.0,0.0,12,13,2,347,2017
2017-12-14,68.202003,69.487999,67.379997,67.578003,67.578003,28999500.0,23.46,1.65,53.68,25.92,0.0,12,14,3,348,2017
2017-12-15,68.407997,68.779999,67.152,68.690002,68.690002,34666000.0,23.46,1.65,56.12,25.28,0.0,12,15,4,349,2017
2017-12-18,68.980003,69.346001,67.515999,67.774002,67.774002,27381000.0,22.1,1.32,53.68,19.2,0.0,12,18,0,352,2017
2017-12-19,68.052002,68.297997,66.059998,66.220001,66.220001,34125000.0,25.840000000000003,1.32,56.73,17.92,0.0,12,19,1,353,2017
2017-12-20,66.538002,66.620003,65.008003,65.795998,65.795998,29769000.0,23.8,1.98,54.29,29.44,0.0,12,20,2,354,2017
2017-12-21,65.917999,66.748001,65.442001,66.332001,66.332001,21926000.0,23.8,1.98,54.9,21.76,0.0,12,21,3,355,2017
2017-12-22,65.902,66.183998,64.963997,65.040001,65.040001,21079000.0,25.16,1.98,51.85,12.8,0.0,12,22,4,356,2017
2017-12-26,64.765999,64.788002,63.316002,63.458,63.458,21892000.0,25.500000000000004,2.2,51.24,13.44,0.0,12,26,1,360,2017
2017-12-27,63.200001,63.535999,62.150002,62.327999,62.327999,23560500.0,31.62,2.42,51.85,20.16,0.0,12,27,2,361,2017
2017-12-28,62.349998,63.164001,61.908001,63.071999,63.071999,21581500.0,28.22,2.2,56.12,10.56,0.0,12,28,3,362,2017
2017-12-29,63.236,63.282001,62.0,62.27,62.27,18886000.0,25.16,1.54,58.56,19.2,0.0,12,29,4,363,2017
2018-01-02,62.400002,64.421997,62.200001,64.106003,64.106003,21761000.0,27.880000000000003,2.64,55.3,22.78,0.0,1,2,1,2,2018
2018-01-03,64.199997,65.050003,63.110001,63.450001,63.450001,22607500.0,33.660000000000004,2.86,53.2,26.180000000000003,0.0,1,3,2,3,2018
2018-01-04,62.574001,63.709999,61.136002,62.924,62.924,49731500.0,32.300000000000004,3.08,52.5,26.180000000000003,0.0,1,4,3,4,2018
2018-01-05,63.324001,63.448002,62.400002,63.316002,63.316002,22956000.0,28.9,3.63,56.0,23.12,0.0,1,5,4,5,2018
2018-01-08,63.200001,67.403999,63.099998,67.281998,67.281998,49297000.0,30.6,2.97,70.0,20.74,0.0,1,8,0,8,2018
2018-01-09,67.031998,67.760002,65.480003,66.737999,66.737999,35733000.0,28.22,2.97,60.9,20.74,0.0,1,9,1,9,2018
2018-01-10,66.440002,67.400002,66.0,66.959999,66.959999,21549500.0,31.28,2.64,52.5,18.02,0.0,1,10,2,10,2018
2018-01-11,67.047997,68.961998,66.652,67.589996,67.589996,33227500.0,27.880000000000003,2.2,51.8,19.380000000000003,0.0,1,11,3,11,2018
2018-01-12,67.725998,68.082001,66.734001,67.244003,67.244003,24125500.0,29.58,3.08,56.7,25.840000000000003,0.0,1,12,4,12,2018
2018-01-16,67.508003,69.0,66.959999,68.012001,68.012001,32371500.0,29.92,2.2,55.3,23.46,0.0,1,16,1,16,2018
2018-01-17,68.094002,69.800003,67.949997,69.431999,69.431999,35517500.0,30.26,2.42,52.5,17.34,0.0,1,17,2,17,2018
2018-01-18,69.134003,70.459999,68.748001,68.914001,68.914001,28429000.0,26.860000000000003,2.2,52.5,26.180000000000003,0.0,1,18,3,18,2018
2018-01-19,69.0,70.117996,68.519997,70.003998,70.003998,24441500.0,27.540000000000003,2.09,53.9,24.14,0.0,1,19,4,19,2018
2018-01-22,69.879997,71.566002,69.839996,70.311996,70.311996,31052000.0,28.56,2.2,56.7,18.02,0.0,1,22,0,22,2018
2018-01-23,72.0,72.099998,70.199997,70.557999,70.557999,27327000.0,32.64,3.52,53.9,22.44,0.0,1,23,1,23,2018
2018-01-24,70.916,70.949997,68.704002,69.178001,69.178001,26437500.0,32.64,3.74,54.6,20.06,0.0,1,24,2,24,2018
2018-01-25,69.653999,69.839996,67.279999,67.528,67.528,33701500.0,30.94,2.86,53.9,20.74,0.0,1,25,3,25,2018
2018-01-26,68.300003,68.800003,67.141998,68.57,68.57,22697000.0,32.980000000000004,2.31,52.5,23.12,0.0,1,26,4,26,2018
2018-01-29,67.970001,70.169998,67.655998,69.905998,69.905998,23735500.0,31.28,9.35,53.9,34.0,0.0,1,29,0,29,2018
2018-01-30,69.028,69.653999,68.433998,69.164001,69.164001,23588500.0,28.56,11.0,56.0,25.500000000000004,0.0,1,30,1,30,2018
2018-01-31,69.501999,71.237999,69.038002,70.862,70.862,31070500.0,29.92,6.82,58.8,27.880000000000003,0.0,1,31,2,31,2018
2018-02-01,70.199997,71.931999,69.725998,69.849998,69.849998,20988500.0,10.92,4.62,63.92,26.860000000000003,0.0,2,1,3,32,2018
2018-02-02,69.688004,70.389999,68.101997,68.75,68.75,18524000.0,11.34,3.63,60.52,26.520000000000003,0.0,2,2,4,33,2018
2018-02-05,67.594002,68.893997,66.599998,66.625999,66.625999,22320500.0,10.5,2.97,55.760000000000005,26.860000000000003,0.0,2,5,0,36,2018
2018-02-06,65.042,67.244003,64.699997,66.793999,66.793999,25442000.0,20.58,19.14,68.0,27.540000000000003,0.0,2,6,1,37,2018
2018-02-07,67.797997,69.199997,67.132004,69.0,69.0,34846000.0,42.0,33.0,62.56,19.72,0.0,2,7,2,38,2018
2018-02-08,68.662003,69.723999,62.919998,63.046001,63.046001,51573000.0,28.14,20.790000000000003,62.56,26.860000000000003,0.0,2,8,3,39,2018
2018-02-09,63.986,64.195999,58.952,62.084,62.084,64668500.0,20.58,12.87,55.080000000000005,29.92,0.0,2,9,4,40,2018
2018-02-12,63.226002,63.616001,61.25,63.146,63.146,31139000.0,14.7,9.24,58.48,23.8,0.0,2,12,0,43,2018
2018-02-13,63.004002,64.837997,62.501999,64.732002,64.732002,22801000.0,13.02,6.930000000000001,62.56,17.34,0.0,2,13,1,44,2018
2018-02-14,64.167999,65.234001,63.703999,64.461998,64.461998,19753500.0,11.76,5.28,57.120000000000005,29.58,0.0,2,14,2,45,2018
2018-02-15,64.900002,66.823997,64.480003,66.814003,66.814003,29564500.0,11.34,4.29,57.120000000000005,20.74,0.0,2,15,3,46,2018
2018-02-16,66.5,68.624001,66.328003,67.098,67.098,28213000.0,11.34,3.3000000000000003,57.120000000000005,19.040000000000003,0.0,2,16,4,47,2018
2018-02-20,66.893997,68.167999,66.300003,66.954002,66.954002,20047000.0,11.34,2.97,60.52,25.500000000000004,0.0,2,20,1,51,2018
2018-02-21,67.206001,67.938004,66.634003,66.660004,66.660004,16098000.0,11.34,3.3000000000000003,61.2,31.62,0.0,2,21,2,52,2018
2018-02-22,67.106003,69.487999,66.949997,69.234001,69.234001,34849000.0,10.5,3.3000000000000003,57.120000000000005,25.840000000000003,0.0,2,22,3,53,2018
2018-02-23,69.566002,70.998001,69.419998,70.410004,70.410004,29087000.0,11.34,3.3000000000000003,58.48,22.78,0.0,2,23,4,54,2018
2018-02-26,70.699997,71.800003,70.472,71.484001,71.484001,21700000.0,10.08,2.64,57.8,32.300000000000004,0.0,2,26,0,57,2018
2018-02-27,71.25,71.998001,70.001999,70.197998,70.197998,23987000.0,9.24,2.64,61.88,34.0,0.0,2,27,1,58,2018
2018-02-28,70.514,71.047997,68.444,68.612,68.612,30348500.0,9.66,2.31,63.92,24.14,0.0,2,28,2,59,2018
2018-03-01,69.001999,69.734001,66.014,66.185997,66.185997,34428000.0,18.88,4.94,66.92999999999999,13.2,0.0,3,1,3,60,2018
2018-03-02,65.396004,67.043999,64.594002,67.024002,67.024002,25464000.0,18.88,5.8500000000000005,69.0,12.87,0.0,3,2,4,61,2018
2018-03-05,66.477997,67.550003,65.858002,66.669998,66.669998,19119000.0,18.56,5.46,64.17,17.16,0.0,3,5,0,64,2018
2018-03-06,66.75,67.274002,65.405998,65.639999,65.639999,21428500.0,19.2,5.2,53.13,24.09,0.0,3,6,1,65,2018
2018-03-07,65.087997,66.5,64.348,66.459999,66.459999,25036500.0,18.24,5.46,59.34,23.43,0.0,3,7,2,66,2018
2018-03-08,66.571999,66.660004,65.253998,65.82,65.82,17831000.0,17.6,6.890000000000001,53.81999999999999,20.46,0.0,3,8,3,67,2018
2018-03-09,64.82,65.697998,64.473999,65.433998,65.433998,27534000.0,18.88,6.76,55.88999999999999,20.46,0.0,3,9,4,68,2018
2018-03-12,65.722,69.442001,65.300003,69.101997,69.101997,41320000.0,18.88,13.0,57.96,18.15,0.0,3,12,0,71,2018
2018-03-13,65.722,69.442001,65.300003,68.367996,68.367996,29829000.0,19.2,8.06,55.88999999999999,20.46,0.0,3,13,1,72,2018
2018-03-14,67.351997,67.961998,64.786003,65.325996,65.325996,39837000.0,17.6,8.19,54.51,26.73,0.0,3,14,2,73,2018
2018-03-15,65.875999,66.57,64.220001,65.120003,65.120003,32824000.0,17.92,8.19,57.27,13.86,0.0,3,15,3,74,2018
2018-03-16,64.585999,65.480003,63.813999,64.269997,64.269997,30586500.0,17.92,5.8500000000000005,53.13,23.43,0.0,3,16,4,75,2018
2018-03-19,63.299999,64.150002,61.933998,62.712002,62.712002,37421500.0,17.92,5.98,59.34,21.12,0.0,3,19,0,78,2018
2018-03-20,62.973999,63.25,61.751999,62.110001,62.110001,23821500.0,17.92,5.98,55.2,14.19,0.0,3,20,1,79,2018
2018-03-21,62.049999,64.487999,62.037998,63.306,63.306,29792000.0,18.24,5.98,51.74999999999999,22.77,0.0,3,21,2,80,2018
2018-03-22,62.778,63.764,61.636002,61.82,61.82,24699000.0,18.56,5.720000000000001,54.51,15.510000000000002,0.0,3,22,3,81,2018
2018-03-23,62.25,62.25,60.09,60.307999,60.307999,33274500.0,19.2,7.930000000000001,56.58,17.490000000000002,0.0,3,23,4,82,2018
2018-03-26,61.467999,61.518002,58.271999,60.835999,60.835999,41876000.0,21.12,9.1,59.34,17.16,0.0,3,26,0,85,2018
2018-03-27,60.799999,60.854,55.436001,55.835999,55.835999,69360000.0,24.0,6.76,55.88999999999999,19.47,0.0,3,27,1,86,2018
2018-03-28,52.916,53.736,50.419998,51.556,51.556,105007000.0,32.0,5.98,58.65,14.19,0.0,3,28,2,87,2018
2018-03-29,51.298,54.192001,49.641998,53.226002,53.226002,75853500.0,31.36,5.33,51.74999999999999,33.0,0.0,3,29,3,88,2018
2018-04-02,51.251999,52.066002,48.917999,50.495998,50.495998,80570000.0,34.0,9.6,64.60000000000001,29.700000000000003,0.0,4,2,0,92,2018
2018-04-03,53.964001,54.669998,50.897999,53.506001,53.506001,94222000.0,29.24,8.6,60.52,33.0,0.0,4,3,1,93,2018
2018-04-04,50.556,57.674,50.400002,57.388,57.388,99483500.0,26.860000000000003,6.1000000000000005,62.56,21.45,0.0,4,4,2,94,2018
2018-04-05,57.868,61.251999,57.639999,61.144001,61.144001,95605500.0,23.46,5.7,60.52,19.14,0.0,4,5,3,95,2018
2018-04-06,60.200001,61.855999,59.099998,59.860001,59.860001,67601500.0,20.74,5.4,57.8,21.78,0.0,4,6,4,96,2018
2018-04-09,60.074001,61.900002,57.841999,57.931999,57.931999,51249000.0,20.4,6.6000000000000005,61.88,28.71,0.0,4,9,0,99,2018
2018-04-10,59.793999,61.419998,58.736,60.939999,60.939999,54949000.0,20.06,5.300000000000001,65.96000000000001,24.09,0.0,4,10,1,100,2018
2018-04-11,60.147999,61.796001,59.931999,60.186001,60.186001,37414500.0,20.4,5.6000000000000005,59.84,32.01,0.0,4,11,2,101,2018
2018-04-12,60.464001,60.790001,58.736,58.816002,58.816002,38044000.0,22.1,4.9,57.8,30.03,0.0,4,12,3,102,2018
2018-04-13,60.720001,60.790001,59.195999,60.068001,60.068001,36636000.0,21.76,6.1000000000000005,60.52,18.15,0.0,4,13,4,103,2018
2018-04-16,59.799999,59.931999,57.801998,58.242001,58.242001,31692500.0,21.08,4.9,57.8,23.43,0.0,4,16,0,106,2018
2018-04-17,57.773998,58.433998,56.501999,57.537998,57.537998,35000000.0,23.8,5.5,60.52,29.37,0.0,4,17,1,107,2018
2018-04-18,58.216,60.048,57.632,58.669998,58.669998,32788500.0,22.1,5.5,63.92,19.47,0.0,4,18,2,108,2018
2018-04-19,58.216,60.202,57.709999,60.015999,60.015999,30453000.0,21.76,6.0,57.8,22.44,0.0,4,19,3,109,2018
2018-04-20,59.034,59.995998,57.950001,58.048,58.048,28139500.0,19.72,4.3,61.2,26.73,0.0,4,20,4,110,2018
2018-04-23,58.257999,58.324001,56.466,56.674,56.674,24467000.0,20.74,5.300000000000001,68.0,19.8,0.0,4,23,0,113,2018
2018-04-24,57.0,57.417999,55.692001,56.692001,56.692001,28426500.0,20.06,4.0,64.60000000000001,23.76,0.0,4,24,1,114,2018
2018-04-25,56.700001,57.032001,55.450001,56.138,56.138,20068000.0,19.040000000000003,5.4,59.16,28.05,0.0,4,25,2,115,2018
2018-04-26,55.75,57.158001,55.299999,57.096001,57.096001,21780000.0,19.380000000000003,5.9,66.64,22.11,0.0,4,26,3,116,2018
2018-04-27,57.074001,58.894001,56.765999,58.816002,58.816002,21823000.0,18.02,4.6000000000000005,66.64,22.44,0.0,4,27,4,117,2018
2018-04-30,58.722,59.745998,58.5,58.779999,58.779999,21141000.0,19.040000000000003,5.2,59.16,23.76,0.0,4,30,0,120,2018
2018-05-01,58.702,60.164001,58.644001,59.984001,59.984001,23128000.0,20.88,1.98,52.48,27.200000000000003,0.0,5,1,1,121,2018
2018-05-02,59.714001,61.369999,59.556,60.23,60.23,44852000.0,26.64,2.34,48.0,30.26,0.0,5,2,2,122,2018
2018-05-03,55.757999,57.608002,55.046001,56.889999,56.889999,86760500.0,36.0,4.68,51.84,31.62,0.0,5,3,3,123,2018
