Trade date,Settlement date,Transaction category,"Trade amount (in millions, USD)",Issuer,Security description,CUSIP,Price,"Accrued interest (in dollars, USD)","Total amount transferred (in millions, USD)",Counterparty,,
Sep 26 2019,Sep 27 2019,Purchase, 220.0 ,TSY,TN 02.250 04/15/22  ,9128286M7,101.55078125," 2,231,557.37 ", 225.6 ,Goldman Sachs & Co. LLC,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TN 02.500 01/15/22  ,9128285V8,101.89062500," 5,027.17 ", 1.0 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 65.0 ,TSY,TN 02.250 04/15/22  ,9128286M7,101.54687500," 659,323.77 ", 66.7 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TB 07.250 08/15/22  ,912810EM6,115.78906250," 8,471.47 ", 1.2 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 250.0 ,TSY,TN 01.875 07/31/22  ,9128282P4,100.73437500," 738,790.75 ", 252.6 ,J.P. Morgan Securities LLC,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TB 07.250 08/15/22  ,912810EM6,115.79687500," 8,471.47 ", 1.2 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 1.0 ,TSY,TN 01.875 07/31/22  ,9128282P4,100.73437500," 2,955.16 ", 1.0 ,Barclays Capital Inc.,,
Sep 26 2019,Sep 27 2019,Purchase, 21.0 ,TSY,TN 02.125 05/15/22  ,9128286U9,101.29296875," 163,705.84 ", 21.4 ,"Societe Generale, New York Branch",,
Sep 26 2019,Sep 27 2019,Purchase, 25.0 ,TSY,TN 02.125 05/15/22  ,9128286U9,101.29687500," 194,887.91 ", 25.5 ,Barclays Capital Inc.,,
Sep 27 2019,Sep 30 2019,Purchase, 20.0 ,TSY,TN 01.750 05/15/23  ,912828VB3,100.50390625," 131,250.00 ", 20.2 ,"BofA Securities, Inc.",,
Sep 27 2019,Sep 30 2019,Purchase, 400.0 ,TSY,TN 02.000 11/30/22  ,912828M80,101.19531250," 2,666,666.64 ", 407.4 ,"BofA Securities, Inc.",,
Sep 27 2019,Sep 30 2019,Purchase, 100.0 ,TSY,TN 02.625 06/30/23  ,9128284U1,103.71093750," 656,250.00 ", 104.4 ,Morgan Stanley & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 10.0 ,TSY,TN 02.375 01/31/23  ,9128283U2,102.45703125," 39,368.21 ", 10.3 ,Goldman Sachs & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 50.0 ,TSY,TN 02.625 02/28/23  ,9128284A5,103.36718750," 108,173.08 ", 51.8 ,Goldman Sachs & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 50.0 ,TSY,TN 02.375 01/31/23  ,9128283U2,102.47265625," 196,841.03 ", 51.4 ,Goldman Sachs & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 100.0 ,TSY,TN 02.375 01/31/23  ,9128283U2,102.46875000," 393,682.06 ", 102.9 ,Deutsche Bank Securities Inc.,,
Sep 27 2019,Sep 30 2019,Purchase, 53.0 ,TSY,TN 02.000 11/30/22  ,912828M80,101.20312500," 353,333.33 ", 54.0 ,BNP Paribas Securities Corp.,,
Sep 27 2019,Sep 30 2019,Purchase, 20.0 ,TSY,TN 01.375 06/30/23  ,912828S35,99.17968750," 68,750.00 ", 19.9 ,"BofA Securities, Inc.",,
Sep 27 2019,Sep 30 2019,Purchase, 150.0 ,TSY,TN 01.750 01/31/23  ,912828P38,100.45312500," 435,122.28 ", 151.1 ,Citigroup Global Markets Inc.,,
Sep 27 2019,Sep 30 2019,Purchase, 50.0 ,TSY,TN 02.625 02/28/23  ,9128284A5,103.37500000," 108,173.08 ", 51.8 ,Goldman Sachs & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 10.0 ,TSY,TN 02.625 12/31/23  ,9128285U0,104.19921875," 65,625.00 ", 10.5 ,Amherst Pierpont Securities LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 100.0 ,TSY,TN 02.125 11/30/23  ,912828U57,102.10156250," 708,333.34 ", 102.8 ,Goldman Sachs & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 20.0 ,TSY,TN 01.750 05/15/23  ,912828VB3,100.50781250," 131,250.00 ", 20.2 ,"BofA Securities, Inc.",,
Sep 27 2019,Sep 30 2019,Purchase, 400.0 ,TSY,TN 02.625 02/28/23  ,9128284A5,103.37500000," 865,384.64 ", 414.4 ,"BofA Securities, Inc.",,
Sep 27 2019,Sep 30 2019,Purchase, 50.0 ,TSY,TN 02.750 04/30/23  ,9128284L1,103.97656250," 571,671.20 ", 52.6 ,Goldman Sachs & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 35.0 ,TSY,TN 01.750 01/31/23  ,912828P38,100.46093750," 101,528.53 ", 35.3 ,HSBC Securities (USA) Inc.,,
Sep 27 2019,Sep 30 2019,Purchase, 18.0 ,TSY,TN 02.750 11/15/23  ,912828WE6,104.56250000," 185,625.00 ", 19.0 ,"Societe Generale, New York Branch",,
Sep 27 2019,Sep 30 2019,Purchase, 10.0 ,TSY,TN 02.625 02/28/23  ,9128284A5,103.35937500," 21,634.62 ", 10.4 ,Goldman Sachs & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 100.0 ,TSY,TN 02.750 07/31/23  ,912828Y61,104.25000000," 455,842.40 ", 104.7 ,Morgan Stanley & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 10.0 ,TSY,TN 02.750 05/31/23  ,9128284S6,104.06250000," 91,666.67 ", 10.5 ,Goldman Sachs & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 10.0 ,TSY,TN 02.750 04/30/23  ,9128284L1,103.96875000," 114,334.24 ", 10.5 ,Goldman Sachs & Co. LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 35.0 ,TSY,TN 02.375 01/31/23  ,9128283U2,102.46875000," 137,788.72 ", 36.0 ,BNP Paribas Securities Corp.,,
Sep 27 2019,Sep 30 2019,Purchase, 100.0 ,TSY,TN 02.375 01/31/23  ,9128283U2,102.46875000," 393,682.06 ", 102.9 ,"Nomura Securities International, Inc.",,
Sep 27 2019,Sep 30 2019,Purchase, 250.0 ,TSY,TN 02.375 01/31/23  ,9128283U2,102.46875000," 984,205.15 ", 257.2 ,J.P. Morgan Securities LLC,,
Sep 27 2019,Sep 30 2019,Purchase, 50.0 ,TSY,TN 02.375 01/31/23  ,9128283U2,102.46484375," 196,841.03 ", 51.4 ,Goldman Sachs & Co. LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.125 05/15/25  ,912828XB1,102.82031250," 200,662.36 ", 25.9 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 20.0 ,TSY,TN 02.250 11/15/24  ,912828G38,103.26562500," 169,972.83 ", 20.8 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 75.0 ,TSY,TN 03.000 09/30/25  ,9128285C0,107.90625000," 6,147.54 ", 80.9 ,Jefferies LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 100.0 ,TSY,TN 03.000 09/30/25  ,9128285C0,107.90234375," 8,196.72 ", 107.9 ,Morgan Stanley & Co. LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 113.0 ,TSY,TN 02.625 01/31/26  ,9128286A3,106.03125000," 499,748.65 ", 120.3 ,Morgan Stanley & Co. LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 50.0 ,TSY,TN 02.625 01/31/26  ,9128286A3,106.01171875," 221,127.72 ", 53.2 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 5.0 ,TSY,TN 01.375 08/31/26  ,912828YD6,98.38671875," 5,855.08 ", 4.9 ,Amherst Pierpont Securities LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,106.25781250," 173,743.21 ", 26.7 ,NatWest Markets Securities Inc.,,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.000 02/15/25  ,912828J27,102.08593750," 63,858.70 ", 25.6 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.125 05/15/25  ,912828XB1,102.81640625," 200,662.36 ", 25.9 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 20.0 ,TSY,TN 02.375 08/15/24  ,912828D56,103.72656250," 60,665.76 ", 20.8 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.500 02/28/26  ,9128286F2,105.34765625," 53,228.02 ", 26.4 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 75.0 ,TSY,TN 02.500 02/28/26  ,9128286F2,105.33593750," 159,684.06 ", 79.2 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.625 01/31/26  ,9128286A3,106.02343750," 110,563.86 ", 26.6 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,105.41015625," 1,793.03 ", 26.4 ,NatWest Markets Securities Inc.,,
Sep 30 2019,Oct 01 2019,Purchase, 15.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,105.39453125," 1,075.82 ", 15.8 ,"RBC Capital Markets, LLC",,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.875 05/31/25  ,9128284R8,106.86718750," 241,547.13 ", 27.0 ,NatWest Markets Securities Inc.,,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 01.375 08/31/26  ,912828YD6,98.39062500," 29,275.41 ", 24.6 ,Cantor Fitzgerald & Co.,,
Sep 30 2019,Oct 01 2019,Purchase, 75.0 ,TSY,TN 01.375 08/31/26  ,912828YD6,98.39062500," 87,826.23 ", 73.9 ,"Nomura Securities International, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 50.0 ,TSY,TN 02.375 04/30/26  ,9128286S4,104.70312500," 496,942.93 ", 52.8 ,Mizuho Securities USA LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 50.0 ,TSY,TN 01.625 02/15/26  ,912828P46,100.01171875," 103,770.38 ", 50.1 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 46.0 ,TSY,TN 01.625 05/15/26  ,912828R36,100.03515625," 282,343.75 ", 46.3 ,"Nomura Securities International, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 5.0 ,TSY,TN 02.875 07/31/25  ,912828Y79,107.03125000," 24,218.75 ", 5.4 ,Barclays Capital Inc.,,
Sep 30 2019,Oct 01 2019,Purchase, 10.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,105.40234375, 717.21 , 10.5 ,"RBC Capital Markets, LLC",,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.000 02/15/25  ,912828J27,102.08984375," 63,858.70 ", 25.6 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 11.0 ,TSY,TN 02.125 09/30/24  ,9128282Y5,102.60546875, 638.66 , 11.3 ,Deutsche Bank Securities Inc.,,
Sep 30 2019,Oct 01 2019,Purchase, 77.0 ,TSY,TN 01.375 08/31/26  ,912828YD6,98.39062500," 90,168.27 ", 75.9 ,"Wells Fargo Securities, LLC",,
Sep 30 2019,Oct 01 2019,Purchase, 250.0 ,TSY,TN 01.375 08/31/26  ,912828YD6,98.38281250," 292,754.10 ", 246.2 ,Mizuho Securities USA LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 21.0 ,TSY,TN 01.625 02/15/26  ,912828P46,100.00781250," 43,583.56 ", 21.0 ,"Wells Fargo Securities, LLC",,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 01.625 02/15/26  ,912828P46,100.00390625," 51,885.19 ", 25.1 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 71.0 ,TSY,TN 02.125 05/31/26  ,9128286X3,103.17187500," 507,038.93 ", 73.8 ,"Bank of Nova Scotia, New York Agency",,
Sep 30 2019,Oct 01 2019,Purchase, 10.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,105.41015625, 717.21 , 10.5 ,"RBC Capital Markets, LLC",,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,105.40625000," 1,793.03 ", 26.4 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,105.40234375," 1,793.03 ", 26.4 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 5.0 ,TSY,TN 01.375 08/31/26  ,912828YD6,98.37890625," 5,855.08 ", 4.9 ,Amherst Pierpont Securities LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 29.0 ,TSY,TN 02.750 06/30/25  ,912828XZ8,106.26562500," 201,542.12 ", 31.0 ,"Bank of Nova Scotia, New York Agency",,
Sep 30 2019,Oct 01 2019,Purchase, 75.0 ,TSY,TN 02.375 04/30/26  ,9128286S4,104.67968750," 745,414.40 ", 79.3 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 80.0 ,TSY,TN 02.125 07/31/24  ,9128282N9,102.54687500," 286,413.04 ", 82.3 ,"Wells Fargo Securities, LLC",,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.125 05/15/25  ,912828XB1,102.82421875," 200,662.36 ", 25.9 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 10.0 ,TSY,TN 02.500 02/28/26  ,9128286F2,105.33203125," 21,291.21 ", 10.6 ,Goldman Sachs & Co. LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 50.0 ,TSY,TN 02.500 02/28/26  ,9128286F2,105.33984375," 106,456.04 ", 52.8 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 10.0 ,TSY,TN 01.875 06/30/26  ,9128287B0,101.61328125," 47,384.51 ", 10.2 ,"Societe Generale, New York Branch",,
Sep 30 2019,Oct 01 2019,Purchase, 50.0 ,TSY,TN 01.875 06/30/26  ,9128287B0,101.62109375," 236,922.55 ", 51.0 ,Jefferies LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 02.625 03/31/25  ,9128284F4,105.41015625," 1,793.03 ", 26.4 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 20.0 ,TSY,TN 01.375 08/31/26  ,912828YD6,98.37500000," 23,420.33 ", 19.7 ,"Societe Generale, New York Branch",,
Sep 30 2019,Oct 01 2019,Purchase, 98.0 ,TSY,TN 02.000 02/15/25  ,912828J27,102.08984375," 250,326.09 ", 100.3 ,BNP Paribas Securities Corp.,,
Sep 30 2019,Oct 01 2019,Purchase, 10.0 ,TSY,TN 02.125 07/31/24  ,9128282N9,102.54687500," 35,801.63 ", 10.3 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 120.0 ,TSY,TN 01.625 02/15/26  ,912828P46,100.01953125," 249,048.91 ", 120.3 ,Goldman Sachs & Co. LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 100.0 ,TSY,TN 03.000 09/30/25  ,9128285C0,107.90625000," 8,196.72 ", 107.9 ,Morgan Stanley & Co. LLC,,
Sep 30 2019,Oct 01 2019,Purchase, 50.0 ,TSY,TN 02.625 01/31/26  ,9128286A3,106.02734375," 221,127.72 ", 53.2 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 50.0 ,TSY,TN 02.625 01/31/26  ,9128286A3,106.01562500," 221,127.72 ", 53.2 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 35.0 ,TSY,TN 02.125 09/30/24  ,9128282Y5,102.60937500," 2,032.10 ", 35.9 ,BNP Paribas Securities Corp.,,
Sep 30 2019,Oct 01 2019,Purchase, 25.0 ,TSY,TN 01.625 02/15/26  ,912828P46,100.00781250," 51,885.19 ", 25.1 ,"BofA Securities, Inc.",,
Sep 30 2019,Oct 01 2019,Purchase, 55.0 ,TSY,TN 02.625 12/31/25  ,9128285T3,105.96875000," 364,860.74 ", 58.6 ,BMO Capital Markets Corp.,,
Sep 30 2019,Oct 01 2019,Purchase, 5.0 ,TSY,TN 01.375 08/31/26  ,912828YD6,98.35546875," 5,855.08 ", 4.9 ,Amherst Pierpont Securities LLC,,
